"CHAVE DE ACESSO","MODELO","SÉRIE","NÚMERO","NATUREZA DA OPERAÇÃO","DATA EMISSÃO","EVENTO MAIS RECENTE","DATA/HORA EVENTO MAIS RECENTE","CPF/CNPJ Emitente","RAZÃO SOCIAL EMITENTE","INSCRIÇÃO ESTADUAL EMITENTE","UF EMITENTE","MUNICÍPIO EMITENTE","CNPJ DESTINATÁRIO","NOME DESTINATÁRIO","UF DESTINATÁRIO","INDICADOR IE DESTINATÁRIO","DESTINO DA OPERAÇÃO","CONSUMIDOR FINAL","PRESENÇA DO COMPRADOR","VALOR NOTA FISCAL"
"31250152546269000171550260000001271721441188","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","26","127","Venda Fora do Estado","01/01/2025 19:26:45","Autorização de Uso","01/01/2025 19:26:46","52546269000171","SCMINAS COMERCIO E SERVICOS LTDA","47377680083","MG","CONTAGEM","00394502045326","GRUPAMENTO DE NAVIOS HIDROOCEANOGRAFICO","RJ","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","501.90"
"32250157176890000104550010000000091844737920","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","9","Venda Dentro do Estado","01/01/2025 19:52:45","Autorização de Uso","01/01/2025 19:52:47","57176890000104","57 176 890 VITOR DE OLIVEIRA BARBOSA","84353554","ES","MUNIZ FREIRE","10838653001250","INSTITUTO FEDERAL ESP. SANTO/CAMPUS ALEGRE","ES","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","852.75"
"29250113937073000156558900000131251570437793","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","890","13125","6949","01/01/2025 20:15:00","Autorização de Uso","01/01/2025 20:15:28","***.308.825-**","JOCELIA SOARES REIS","-1","BA","ARACAS","05526783000165","MINISTERIO DO DESENVOLVIMENTO E ASSISTENCIA SOCIAL. FAMILIA","AM","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","3017.04"
"35250144965792000104550010000005351002025013","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","535","Venda de mercadoria adquirida ou recebida de terceiros","01/01/2025 20:15:27","Autorização de Uso","01/01/2025 20:15:36","44965792000104","F&F DISTRIBUIDORA CORDEIRO LTDA","455319944111","SP","MOGI GUACU","08829974000275","INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","34000.00"
"35250144965792000104550010000005341002025016","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","534","Venda de mercadoria adquirida ou recebida de terceiros","01/01/2025 20:17:39","Autorização de Uso","01/01/2025 20:17:46","44965792000104","F&F DISTRIBUIDORA CORDEIRO LTDA","455319944111","SP","MOGI GUACU","08829974000275","INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","126000.00"
"13250139435028000197550010000003021212255600","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","302","Venda de mercadorias","01/01/2025 20:20:33","Autorização de Uso","01/01/2025 19:20:33","39435028000197","ECOMMERCE HN LTDA","54724848","AM","MANAUS","00394502004301","COMANDO DA MARINHA","AM","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","2400.00"
"51250109001879001728550050000179611005392375","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","5","17961","VENDA NF","01/01/2025 20:36:46","Autorização de Uso","01/01/2025 20:34:15","09001879001728","COMERCIAL AMAZONIA DE PETROLEO LTDA","135861071","MT","CUIABA","00394494002856","SUPERINTENDENCIA REGIONAL DO DPF EM MT","MT","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","274.76"
"42250126749211000115550010000020511999979482","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2051","VENDA DE MERCADORIA (INTERESTADUAL)","01/01/2025 20:38:37","Autorização de Uso","01/01/2025 20:38:38","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000584","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL","PR","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","952.20"
"42250126749211000115550010000020521999979471","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2052","VENDA DE MERCADORIA (INTERESTADUAL)","01/01/2025 20:45:54","Autorização de Uso","01/01/2025 20:45:55","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000584","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL","PR","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","106.60"
"42250126749211000115550010000020531999979460","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2053","VENDA DE MERCADORIA (INTERESTADUAL)","01/01/2025 20:50:44","Autorização de Uso","01/01/2025 20:50:45","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000665","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS","RS","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","380.10"
"33250114959265000126550000000004661050674110","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","0","466","VENDA","01/01/2025 20:54:00","Autorização de Uso","01/01/2025 20:55:52","14959265000126","L C SILVA ALVES COMERCIO E SERVICOS LTDA","79585050","RJ","RIO DE JANEIRO","00394429017933","GRUPAMENTO DE APOIO DOS AFONSOS - GAAP","RJ","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","10000.00"
"43250110748731000173550010000513841002301520","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","51384","Venda c/substituicao tributaria","01/01/2025 20:57:28","Autorização de Uso","01/01/2025 20:57:27","10748731000173","EICHELT & EICHELT LTDA","1100116580","RS","SANTA ROSA","09566074000164","8 REGIMENTO DE CAVALARIA MECANIZADO - 8 REGIMENTO","RS","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","1432.32"
"42250126749211000115550010000020551999979449","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2055","VENDA DE MERCADORIA (INTERESTADUAL)","01/01/2025 20:59:56","Autorização de Uso","01/01/2025 20:59:56","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000584","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL","PR","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","50.80"
"42250126749211000115550010000020561999979438","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2056","VENDA DE MERCADORIA (INTERESTADUAL)","01/01/2025 21:04:30","Autorização de Uso","01/01/2025 21:04:31","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000665","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS","RS","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","276.00"
"43250110748731000173550010000513851002301528","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","51385","Venda c/substituicao tributaria","01/01/2025 21:09:38","Autorização de Uso","01/01/2025 21:09:25","10748731000173","EICHELT & EICHELT LTDA","1100116580","RS","SANTA ROSA","09566074000164","8 REGIMENTO DE CAVALARIA MECANIZADO - 8 REGIMENTO","RS","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","5729.28"
"43250110748731000173550010000513861002301525","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","51386","Venda c/substituicao tributaria","01/01/2025 21:13:29","Autorização de Uso","01/01/2025 21:13:51","10748731000173","EICHELT & EICHELT LTDA","1100116580","RS","SANTA ROSA","09566074000164","8 REGIMENTO DE CAVALARIA MECANIZADO - 8 REGIMENTO","RS","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","2719.50"
"42250126749211000115550010000020581999979416","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2058","VENDA DE MERCADORIA (ESTADUAL)","01/01/2025 21:17:17","Autorização de Uso","01/01/2025 21:17:17","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000746","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS","SC","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","254.00"
"42250126749211000115550010000020591999979405","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2059","VENDA DE MERCADORIA (ESTADUAL)","01/01/2025 21:21:03","Autorização de Uso","01/01/2025 21:21:03","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000746","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS","SC","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","1295.70"
"42250126749211000115550010000020601999979392","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2060","VENDA DE MERCADORIA (INTERESTADUAL)","01/01/2025 21:29:46","Autorização de Uso","01/01/2025 21:29:46","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000312","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL- UFFS CAMPUS","RS","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","0 - NORMAL","0 - NÃO SE APLICA","239.52"
"32250144429540000160550010000007581700949779","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","758","VENDA DE MERCADORIA","01/01/2025 21:33:10","Autorização de Uso","01/01/2025 21:33:18","44429540000160","DISTRIBUIDORA ESPIRITO SANTO LTDA","83840559","ES","COLATINA","16888315000157","UNIVERSIDADE FEDERAL VALES JEQUITINHONHA E MUCURI","MG","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","0 - NORMAL","1 - OPERAÇÃO PRESENCIAL","6242.00"
"32250144429540000160550010000007591354689414","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","759","VENDA DE MERCADORIA","01/01/2025 21:35:10","Autorização de Uso","01/01/2025 21:35:17","44429540000160","DISTRIBUIDORA ESPIRITO SANTO LTDA","83840559","ES","COLATINA","16888315000157","UNIVERSIDADE FEDERAL VALES JEQUITINHONHA E MUCURI","MG","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","0 - NORMAL","1 - OPERAÇÃO PRESENCIAL","22395.20"
"32250144429540000160550010000007601540019777","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","760","VENDA DE MERCADORIA","01/01/2025 21:36:33","Autorização de Uso","01/01/2025 21:36:39","44429540000160","DISTRIBUIDORA ESPIRITO SANTO LTDA","83840559","ES","COLATINA","16888315000157","UNIVERSIDADE FEDERAL VALES JEQUITINHONHA E MUCURI","MG","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","0 - NORMAL","1 - OPERAÇÃO PRESENCIAL","48960.00"
"42250126749211000115550010000020611999979381","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2061","VENDA DE MERCADORIA (INTERESTADUAL)","01/01/2025 21:44:28","Autorização de Uso","01/01/2025 21:44:29","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000665","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS","RS","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","1422.22"
"43250110748731000173550010000513891002305018","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","51389","Venda c/substituicao tributaria","01/01/2025 21:44:47","Autorização de Uso","01/01/2025 21:44:10","10748731000173","EICHELT & EICHELT LTDA","1100116580","RS","SANTA ROSA","00394429018409","BASE AEREA DE SANTA MARIA","RS","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","11376.00"
"42250126749211000115550010000020621999979370","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2062","VENDA DE MERCADORIA (INTERESTADUAL)","01/01/2025 21:46:34","Autorização de Uso","01/01/2025 21:46:35","26749211000115","SUPERA COM E IMPORTAÇÃO LTDA","258211300","SC","CHAPECÓ","11234780000584","UNIVERSIDADE FEDERAL DA FRONTEIRA SUL","PR","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","1381.64"
"43250110748731000173550010000513901002305019","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","51390","Venda c/substituicao tributaria","01/01/2025 21:46:34","Autorização de Uso","01/01/2025 21:48:10","10748731000173","EICHELT & EICHELT LTDA","1100116580","RS","SANTA ROSA","00394429018409","BASE AEREA DE SANTA MARIA","RS","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","125.00"
"29250102068375000119550020009632091282267272","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","963209","Remessa - Ajuste SINIEF 02/24","01/01/2025 22:07:26","Autorização de Uso","01/01/2025 22:10:38","02068375000119","MEDICICOR COMERCIAL LTDA","47039511","BA","SALVADOR","15180714000287","UNIVERSIDADE FEDERAL DA BAHIA HU PROF EDGAR SANTOS UFBA","BA","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","3520.00"
"29250102068375000119550020009632561180920589","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","963256","Remessa - Ajuste SINIEF 02/24","01/01/2025 22:07:55","Autorização de Uso","01/01/2025 22:10:46","02068375000119","MEDICICOR COMERCIAL LTDA","47039511","BA","SALVADOR","15180714000520","UNIVERSIDADE FEDERAL DA BAHIA","BA","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","4112.00"
"29250102068375000119550020009632801226714469","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","963280","Remessa - Ajuste SINIEF 02/24","01/01/2025 22:08:04","Autorização de Uso","01/01/2025 22:10:47","02068375000119","MEDICICOR COMERCIAL LTDA","47039511","BA","SALVADOR","05055128000257","UNIVERSIDADE FEDERAL DE CAMPINA GRANDE","PB","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","6624.00"
"33250160619202003406550320000234831372523154","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","32","23483","Venda merc. adq. rec. terc. efet. fora estab.","01/01/2025 22:40:41","Autorização de Uso","01/01/2025 22:40:52","60619202003406","MESSER GASES LTDA","81262810","RJ","RIO DE JANEIRO","00394544017150","MINISTERIO DA SAUDE INSTITUTO NACIONAL DE CANCER","RJ","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","5 - NÃO INFORMADO","2459.04"
"26250108868231000123550020010418591657573718","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","1041859","Vda merc adq ou rec terceiros","01/01/2025 22:45:21","Autorização de Uso","01/01/2025 22:45:24","08868231000123","CIA SANTOS DISTRIBUIDORA E IMPORTADORA DE HORTIFRUTI LTDA","35126302","PE","VITORIA DE SANTO ANTAO","09600122000193","COMANDO DO COMANDO MILITAR DO NORDESTE","PE","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","514.70"
"26250108868231000123550020010418601628224272","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","1041860","Vda merc adq ou rec terceiros","01/01/2025 22:45:42","Autorização de Uso","01/01/2025 22:45:45","08868231000123","CIA SANTOS DISTRIBUIDORA E IMPORTADORA DE HORTIFRUTI LTDA","35126302","PE","VITORIA DE SANTO ANTAO","31543958000152","BASE ADMINISTRATIVA DO CURADO","PE","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","655.00"
"26250108868231000123550020010418611201963384","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","1041861","Vda merc adq ou rec terceiros","01/01/2025 22:46:10","Autorização de Uso","01/01/2025 22:46:13","08868231000123","CIA SANTOS DISTRIBUIDORA E IMPORTADORA DE HORTIFRUTI LTDA","35126302","PE","VITORIA DE SANTO ANTAO","09586596000128","COLEGIO MILITAR DO RECIFE","PE","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","195.95"
"53250148920400000141550030000003181045485408","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","3","318","Venda Dentro do Estado","01/01/2025 23:10:04","Autorização de Uso","01/01/2025 23:10:06","48920400000141","SOLUCAO MATERIAIS E SERVICOS LTDA","818464300170","DF","BRASILIA","04903587000108","AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS - ANTAQ","DF","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","2 - OPERAÇÃO NÃO PRESENCIAL. PELA INTERNET","2189.05"
"53250148920400000141550030000003191486480731","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","3","319","Venda Dentro do Estado","01/01/2025 23:13:50","Autorização de Uso","01/01/2025 23:13:52","48920400000141","SOLUCAO MATERIAIS E SERVICOS LTDA","818464300170","DF","BRASILIA","04903587000108","AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS - ANTAQ","DF","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","2 - OPERAÇÃO NÃO PRESENCIAL. PELA INTERNET","7789.59"
"52250121237303000100550010000000311496933610","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","31","Venda Fora do Estado","01/01/2025 23:19:11","Autorização de Uso","01/01/2025 23:19:14","21237303000100","AGRO CONSULTORIA LTDA","201168308","GO","CACHOEIRA ALTA","10339838000168","ESCOLA DE SAUDE E FORMACAO COMPLEMENTAR DO EXERCITO","BA","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","2240.00"
"43250194210572000149550040006859811197413279","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","4","685981","RETORNO REMESSA P EMPRESTIMO","01/01/2025 23:40:24","Autorização de Uso","01/01/2025 23:40:27","94210572000149","MIC SERVICOS DE ESTERILIZACOES LTDA","962595306","RS","PORTO ALEGRE","00394429018310","GRUPAMENTO DE APOIO DE CANOAS","RS","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","0 - NORMAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","26.94"
"13250141558204000120550010000201921219536071","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","20192","Venda de mercadoria a nao contribuinte","01/01/2025 23:47:59","Autorização de Uso","02/01/2025 11:59:01","41558204000120","ELABORATO COMERCIO DE MOVEIS PLANEJADOS LTDA","54307538","AM","MANAUS","07534932000163","6º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO","RR","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","21080.00"
"13250141558204000120550010000201931219559109","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","20193","Venda de mercadoria a nao contribuinte","01/01/2025 23:48:53","Autorização de Uso","02/01/2025 11:59:56","41558204000120","ELABORATO COMERCIO DE MOVEIS PLANEJADOS LTDA","54307538","AM","MANAUS","07534932000163","6º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO","RR","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","4369.76"
"13250141558204000120550010000201941219579450","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","20194","Venda de mercadoria a nao contribuinte","01/01/2025 23:49:46","Autorização de Uso","02/01/2025 12:00:30","41558204000120","ELABORATO COMERCIO DE MOVEIS PLANEJADOS LTDA","54307538","AM","MANAUS","07534932000163","6º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO","RR","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","6170.24"
"13250141558204000120550010000201951219597331","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","20195","Venda de mercadoria a nao contribuinte","01/01/2025 23:50:40","Autorização de Uso","02/01/2025 12:00:58","41558204000120","ELABORATO COMERCIO DE MOVEIS PLANEJADOS LTDA","54307538","AM","MANAUS","07534932000163","6º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO","RR","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","8432.00"
"24250121172344000158550010000287721518005127","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28772","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 05:22:58","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","68.46"
"24250121172344000158550010000287731518005124","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28773","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 05:25:53","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","556.80"
"24250121172344000158550010000287741518005121","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28774","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 05:27:51","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","15.65"
"24250121172344000158550010000287751518005129","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28775","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 05:28:49","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","3.18"
"24250121172344000158550010000287761518005126","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28776","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 05:38:18","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","2784.00"
"24250121172344000158550010000287771518005123","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28777","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 05:40:14","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","169.02"
"24250121172344000158550010000287781518005120","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","28778","5102 Venda Interna Normal","02/01/2025 00:00:00","Autorização de Uso","02/01/2025 05:41:51","21172344000158","J NUNES DISTRIBUIDORA DE ALIMENTOS EIRELI","204169810","RN","NATAL","24365710000183","UNIVERSIDADE FEDERAL DO RIO GRANDE NORTE","RN","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","1216.61"
